loading	Gene.name
ENSG00000117395	0.0136897988376207	EBNA1BP2
ENSG00000271303	0.0136891817324708	SRXN1
ENSG00000171793	0.0136885352219545	CTPS1
ENSG00000244038	0.0136858829365107	DDOST
ENSG00000150593	-0.013685363374875	PDCD4
ENSG00000181061	0.0136831833423282	HIGD1A
ENSG00000111331	0.0136827533490829	OAS3
ENSG00000172757	0.0136817441909551	CFL1
ENSG00000110955	0.0136794087645617	ATP5F1B
ENSG00000106105	0.0136791966793032	GARS1
ENSG00000154153	-0.0136765474235176	RETREG1
ENSG00000163202	0.0136756147068642	LCE3D
ENSG00000181649	0.0136731191212748	PHLDA2
ENSG00000169474	0.0136723872003128	SPRR1A
ENSG00000109919	0.0136700734198821	MTCH2
ENSG00000121552	0.0136694901207051	CSTA
ENSG00000174136	-0.0136682845407296	RGMB
ENSG00000175793	0.0136681065545268	SFN
ENSG00000111229	0.0136673447860192	ARPC3
ENSG00000172602	0.0136672315676429	RND1
ENSG00000176797	0.0136670398866926	DEFB103A
ENSG00000177243	0.0136670398866926	DEFB103B
ENSG00000140254	0.0136660843386118	DUOXA1
ENSG00000167112	0.0136660159206155	TRUB2
ENSG00000170606	0.0136639743302154	HSPA4
ENSG00000178947	-0.0136636988431213	SMIM10L2A
ENSG00000181938	0.0136610433282932	GINS3
ENSG00000155115	0.013659683736393	GTF3C6
ENSG00000185962	0.0136595617104271	LCE3A
ENSG00000006747	-0.0136579026109073	SCIN
ENSG00000148346	0.0136578326320282	LCN2
ENSG00000149090	-0.013657551555379	PAMR1
ENSG00000148600	-0.0136553326803926	CDHR1
ENSG00000035499	0.0136547965767369	DEPDC1B
ENSG00000134532	-0.0136545604107273	SOX5
ENSG00000105364	0.0136526118651898	MRPL4
ENSG00000069974	0.0136506921781716	RAB27A
ENSG00000185966	0.0136488212930409	LCE3E
ENSG00000116221	0.013644667966504	MRPL37
ENSG00000113594	-0.0136393108439452	LIFR
ENSG00000165714	0.013637726552303	BORCS5
ENSG00000178741	0.0136371303706299	COX5A
ENSG00000168259	0.0136362397098504	DNAJC7
